Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area
2014,6,1,11,29,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),25##,E 22ND AV,Renfrew-Collingwood
2014,6,1,11,33,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,29##,W 3RD AV,Kitsilano
2014,6,1,11,41,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,10##,LAGOON DRIVE,
2014,6,1,11,45,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,16##,BARCLAY ST,West End
2014,6,1,11,47,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,50##,PINE CRESCENT,Shaughnessy
2014,6,1,11,53,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,25##,MCGILL ST,Hastings-Sunrise
2014,6,1,12,9,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,8##,E 14TH AV,Mount Pleasant
2014,6,1,12,31,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,32##,SLOCAN ST,Renfrew-Collingwood
2014,6,1,12,42,ENG - Solid Waste,Sanitation,Collection Calendar Mail-Out Request,67##,TANTALUS LANE,Killarney
2014,6,1,12,42,ENG - Solid Waste,Sanitation,Recycling Bag Request,33##,W 2ND AV,Kitsilano
2014,6,1,12,46,ENG - Solid Waste,Sanitation,Recycling Bag Request,33##,W 2ND AV,Kitsilano
2014,6,1,12,47,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,3600, - 3699 FELLOWES ST,Hastings-Sunrise
2014,6,1,12,47,ENG - Solid Waste,Sanitation,Collection Calendar Mail-Out Request,33##,W 2ND AV,Kitsilano
2014,6,1,12,54,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,24##,E 18TH AV,Renfrew-Collingwood
2014,6,1,12,59,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,24##,ST. CATHERINES ST,Mount Pleasant
2014,6,1,13,1,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,24##,ST. CATHERINES ST,Mount Pleasant
2014,6,1,13,2,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,16##,CHARLES ST,Grandview-Woodland
2014,6,1,13,5,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,83##,FRENCH ST,Marpole
2014,6,1,13,7,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,##,EXPO BOULEVARD,Downtown
2014,6,1,13,23,ENG - Streets,Streets Operations,Boulevard Maintenance Issues,27##,W 36TH AV,Arbutus Ridge
2014,6,1,13,23,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,9##,CHARLESON,Fairview
2014,6,1,13,27,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,5##,W GEORGIA ST,
2014,6,1,13,29,CSG - Inspections,Property Use,PUI Noise Complaint Case,5##,W GEORGIA ST,
2014,6,1,13,31,CSG - Inspections,Property Use,PUI Noise Complaint Case,26##,E 40TH AV,Renfrew-Collingwood
2014,6,1,13,32,CSG - Licenses,Animal Control,Dead Animal Pickup Case,Intersection,BALSAM ST and W 5TH AV,Kitsilano
2014,6,1,13,34,ENG - Solid Waste,Sanitation,Cart - Garbage,30##,E BROADWAY,Hastings-Sunrise
2014,6,1,13,42,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,14##,QUEBEC ST,Downtown
2014,6,1,13,42,Business Planning & Services,311 Contact Centre,Citizen Feedback,Intersection,BURRARD ST and W 1ST AV,Fairview
2014,6,1,13,42,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and KINGSWAY,Mount Pleasant
2014,6,1,13,46,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E 14TH AV and MAIN ST,Mount Pleasant
2014,6,1,13,49,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E 11TH AV and MAIN ST,Mount Pleasant
2014,6,1,13,51,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,81##,FREMLIN ST,Marpole
2014,6,1,13,52,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and MAIN ST,Mount Pleasant
2014,6,1,13,54,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E 10TH AV and MAIN ST,Mount Pleasant
2014,6,1,13,58,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E 11TH AV and MAIN ST,Mount Pleasant
2014,6,1,14,1,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and MAIN ST,Mount Pleasant
2014,6,1,14,2,ENG - Streets,Streets Operations,Street - Surface Water Flooding,Intersection,NAPIER ST and SALSBURY DRIVE,Grandview-Woodland
2014,6,1,14,3,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and ONTARIO ST and W BROADWAY,Mount Pleasant
2014,6,1,14,5,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and QUEBEC ST,Mount Pleasant
2014,6,1,14,6,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,6##,PIPELINE ROAD,
2014,6,1,14,8,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and MAIN ST,Mount Pleasant
2014,6,1,14,10,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,CLARK DRIVE and E 14TH AV and KNIGHT ST,Kensington-Cedar Cottage
2014,6,1,14,10,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and KINGSWAY,Mount Pleasant
2014,6,1,14,13,CSG - Licenses,Animal Control,Holding Stray Case,6##,W 29TH AV,South Cambie
2014,6,1,14,15,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E 12TH AV and MAIN ST,Mount Pleasant
2014,6,1,14,16,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),38##,ONTARIO ST,Riley Park
2014,6,1,14,17,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E 11TH AV and KINGSWAY,Mount Pleasant
2014,6,1,14,19,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,49##,MAIN ST,Riley Park
2014,6,1,14,20,PRB - Planning and Operations,Vegetation,Vegetation Maintenance SR,100, - 199 ALEXANDER ST,Downtown
2014,6,1,14,20,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E 14TH AV and MAIN ST,Mount Pleasant
2014,6,1,14,22,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,15##,COAL HARBOUR QUAY,
2014,6,1,14,22,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and MAIN ST,Mount Pleasant
2014,6,1,14,24,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and KINGSWAY,Mount Pleasant
2014,6,1,14,25,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,10##,BOUNDARY ROAD,Hastings-Sunrise
2014,6,1,14,25,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E 13TH AV and MAIN ST,Mount Pleasant
2014,6,1,14,26,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E 16TH AV and MAIN ST,Mount Pleasant
2014,6,1,14,30,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,Intersection,E BROADWAY and MAIN ST,Mount Pleasant
2014,6,1,14,30,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,13##,BUTE ST,West End
2014,6,1,14,35,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,36##,WELLINGTON AV,Renfrew-Collingwood
2014,6,1,14,43,ENG - Water & Sewer,Water Operations,Water Hydrant Issue,Intersection,N PENTICTON ST and OXFORD ST,Hastings-Sunrise
2014,6,1,14,47,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,16##,GRANVILLE ST,Downtown
2014,6,1,14,50,ENG - Transportation,Street Activities - Streets Horticulture,Horticulture Inquiry on Right-of-Way,22##,OXFORD ST,Grandview-Woodland
2014,6,1,14,50,ENG - Streets,Streets Operations,Homelessness/Transient Issue,30##,WALL ST,Hastings-Sunrise
2014,6,1,14,56,CSG - Licenses,Animal Control,Dead Animal Pickup Case,6##,E 10TH AV,Mount Pleasant
2014,6,1,14,58,ENG - Solid Waste,Sanitation,Cart - Garbage,35##,NORMANDY DRIVE,Renfrew-Collingwood
2014,6,1,15,1,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),35##,NORMANDY DRIVE,Renfrew-Collingwood
2014,6,1,15,6,Business Planning & Services,311 Contact Centre,Citizen Feedback,62##,KILLARNEY ST,Killarney
2014,6,1,15,23,ENG - Water & Sewer,Water Operations,Water Service Turn On/Off Request,1##,KEEFER ST,
2014,6,1,15,25,ENG - Water & Sewer,Water Operations,Water Service Turn On/Off Request,1##,KEEFER ST,
2014,6,1,15,29,CSG - Inspections,Property Use,PUI Noise Complaint Case,6##,E 8TH AV,Mount Pleasant
2014,6,1,15,39,ENG - Water & Sewer,Water Operations,Water Service Turn On/Off Request,12##,MATTHEWS AV,Shaughnessy
2014,6,1,15,55,ENG - Solid Waste,Sanitation,Recycling Bag Request,38##,GLEN DRIVE,Kensington-Cedar Cottage
2014,6,1,15,55,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,64##,KILLARNEY ST,Killarney
2014,6,1,16,0,ENG - Solid Waste,Sanitation,Recycling Box Request,30##,W 27TH AV,Dunbar Southlands
2014,6,1,16,1,Public Safety - Fire,Prevention,FPB_General Inquiry Case,55##,YEW ST,Arbutus Ridge
2014,6,1,16,1,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,48##,NW MARINE DRIVE,
2014,6,1,16,1,ENG - Solid Waste,Sanitation,Recycling Bag Request,30##,W 27TH AV,Dunbar Southlands
2014,6,1,16,2,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,19##,STAINSBURY AV,Kensington-Cedar Cottage
2014,6,1,16,5,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,18##,STAINSBURY AV,Kensington-Cedar Cottage
2014,6,1,16,12,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,38##,SW MARINE DRIVE,Dunbar Southlands
2014,6,1,16,19,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,10##,BURRARD ST,Downtown
2014,6,1,16,19,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,13##,THURLOW ST,West End
2014,6,1,16,20,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,29##,E 41ST AV,Renfrew-Collingwood
2014,6,1,16,21,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,27##,E KENT AV SOUTH,Killarney
2014,6,1,16,22,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,44##,NW MARINE DRIVE,West Point Grey
2014,6,1,16,36,ENG - Solid Waste,Sanitation,Cart - Garbage,22##,E 10TH AV,Kensington-Cedar Cottage
2014,6,1,16,54,ENG - Streets,Traffic and Electrical Operations,Street and Traffic Light - Utility Damage,20##,W GEORGIA ST,
2014,6,1,16,55,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,7##,UNION ST,Strathcona
2014,6,1,16,57,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,7##,UNION ST,Strathcona
2014,6,1,16,58,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,7##,UNION ST,Strathcona
2014,6,1,17,2,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,8##,E 63RD AV,Sunset
2014,6,1,17,11,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,48##,NW MARINE DRIVE,
2014,6,1,17,16,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,10##,W 12TH AV,Fairview
2014,6,1,17,20,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,52##,WINDSOR ST,Kensington-Cedar Cottage
2014,6,1,17,47,ENG - Solid Waste,Sanitation,Cart - Garbage,15##,W 63RD AV,Marpole
2014,6,1,18,11,ENG - Streets,Streets Operations,Street - Surface Water Flooding,28##,OAK ST,Fairview
2014,6,1,18,12,ENG - Streets,Streets Operations,Street - Surface Water Flooding,28##,OAK ST,Fairview
2014,6,1,18,15,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,15##,E 12TH AV,Kensington-Cedar Cottage
2014,6,1,18,29,ENG - Solid Waste,Sanitation,Recycling Box Request,35##,TOLBOOTH,Killarney
2014,6,1,18,33,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,14##,W 13TH AV,Fairview
2014,6,1,18,36,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,34##,E GEORGIA ST,Hastings-Sunrise
2014,6,1,18,49,ENG - Solid Waste,Sanitation,Cart - Garbage,22##,E 61ST AV,Victoria-Fraserview
2014,6,1,18,49,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,Intersection,E 29TH AV and RUPERT ST,Renfrew-Collingwood
2014,6,1,18,52,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,50##,MCHARDY ST,Renfrew-Collingwood
2014,6,1,19,4,ENG - Solid Waste,Sanitation,Cart - Garbage,27##,E 47TH AV,Killarney
2014,6,1,19,6,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,13##,ADANAC ST,Grandview-Woodland
2014,6,1,19,30,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,10##,E 10TH AV,Mount Pleasant
2014,6,1,19,52,CSG - Licenses,Animal Control,Dead Animal Pickup Case,Intersection,W 63RD AV and YUKON ST,Marpole
2014,6,1,20,8,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,34##,CORNETT ROAD,Renfrew-Collingwood
2014,6,1,20,25,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,62##,KILLARNEY ST,Killarney
2014,6,1,20,30,CSG - Licenses,Animal Control,Lost Pets Case,900, - 999 W 16TH AV,Fairview
2014,6,1,20,31,ENG - Streets,Streets Operations,Sidewalk - Repair,63##,VIVIAN ST,Killarney
2014,6,1,21,9,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,60##,ATHLONE ST,Oakridge
2014,6,1,21,37,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,64##,PRINCE ALBERT ST,Sunset
2014,6,2,7,8,ENG - Solid Waste,Sanitation,Cart - Garbage,36##,TURNER ST,Hastings-Sunrise
2014,6,2,7,9,CSG - Licenses,Animal Control,Dead Animal Pickup Case,Intersection,COOK ST and W 2ND AV,Mount Pleasant
2014,6,2,7,24,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,Intersection,RENFREW ST and TRIUMPH ST,Hastings-Sunrise
2014,6,2,7,25,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,10##,W HASTINGS ST,Downtown
2014,6,2,7,35,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,5##,W KING EDWARD AV,South Cambie
2014,6,2,7,36,ENG - Streets,Streets Operations,Pothole - Repair,26##,W 10TH AV,Kitsilano
2014,6,2,7,47,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,10##,W 38TH AV,Shaughnessy
2014,6,2,7,48,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,27##,W 49TH AV,Kerrisdale
2014,6,2,7,51,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),2##,E 17TH AV,Riley Park
2014,6,2,8,1,ENG - Solid Waste,Sanitation,Cart - Garbage,32##,E 49TH AV,Killarney
2014,6,2,8,1,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,74##,ANGUS DRIVE,Kerrisdale
2014,6,2,8,1,ENG - Solid Waste,Sanitation,Cart - Garbage,17##,E 59TH AV,Victoria-Fraserview
2014,6,2,8,6,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,16##,CHARLES ST,Grandview-Woodland
2014,6,2,8,8,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,JOYCE ST and KINGSWAY,Renfrew-Collingwood
2014,6,2,8,12,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),30##,SCHOOL AV,Renfrew-Collingwood
2014,6,2,8,16,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,Intersection,DAVIE ST and MARINASIDE CRESCENT and UNNAMED ST,Downtown
2014,6,2,8,16,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,3##,W 12TH AV,Mount Pleasant
2014,6,2,8,17,ENG - Streets,Traffic and Electrical Operations,Sign - Repair,4500, - 4599 SOPHIA ST,Riley Park
2014,6,2,8,22,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,Intersection,E 33RD AV and KNIGHT ST,Kensington-Cedar Cottage
2014,6,2,8,23,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,4500, - 4599 SOPHIA ST,Riley Park
2014,6,2,8,23,ENG - Streets,Traffic and Electrical Operations,Sign - Repair,1100, - 1199 KINGSWAY,Kensington-Cedar Cottage
2014,6,2,8,28,ENG - Solid Waste,Sanitation,Cart - Garbage,55##,OLYMPIC ST,Dunbar Southlands
2014,6,2,8,29,CSG - Inspections,Property Use,PUI Noise Complaint Case,1##,W 1ST AV,Mount Pleasant
2014,6,2,8,30,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),5##,W 20TH AV,South Cambie
2014,6,2,8,30,ENG - Solid Waste,Sanitation,Recycling Bag Request,40##,MILLER ST,Kensington-Cedar Cottage
2014,6,2,8,32,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,14##,E 7TH AV,Grandview-Woodland
2014,6,2,8,37,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),51##,CHESTER ST,Kensington-Cedar Cottage
2014,6,2,8,38,ENG - Solid Waste,Sanitation,Cart - Garbage,27##,E 50TH AV,
2014,6,2,8,38,ENG - Water & Sewer,Water Operations,Water General Work Request,57##,MCKINNON ST,Killarney
2014,6,2,8,38,CSG - Inspections,Property Use,PUI Noise General Inquiry Case,6##,E 8TH AV,Mount Pleasant
2014,6,2,8,38,ENG - Streets,Streets Operations,Pothole - Repair,24##,E 21ST AV,Renfrew-Collingwood
2014,6,2,8,39,ENG - Solid Waste,Sanitation,Cart - Garbage,51##,CHESTER ST,Kensington-Cedar Cottage
2014,6,2,8,40,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,40##,MILLER ST,Kensington-Cedar Cottage
2014,6,2,8,40,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,Intersection,SPRUCE ST and W 7TH AV,Fairview
2014,6,2,8,41,Business Planning & Services,311 Contact Centre,Citizen Feedback,40##,MILLER ST,Kensington-Cedar Cottage
2014,6,2,8,42,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,27##,E HASTINGS ST,Hastings-Sunrise
2014,6,2,8,42,ENG - Transportation,Street Activities - Streets Furniture,Street Furniture Repair and Maintenance Request,Intersection,RICHARDS ST and W HASTINGS ST,Downtown
2014,6,2,8,46,Business Planning & Services,311 Contact Centre,Citizen Feedback,45##,CLANCY LORANGER WAY,Riley Park
2014,6,2,8,51,CSG - Licenses,Animal Control,Dead Animal Pickup Case,Intersection,MANITOBA ST and W 2ND AV,Mount Pleasant
2014,6,2,8,52,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,77##,HEATHER ST,Marpole
2014,6,2,8,56,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,26##,E 57TH AV,Victoria-Fraserview
2014,6,2,8,58,ENG - Water & Sewer,Water Operations,Water Pressure or No Water Issue,10##,BROUGHTON ST,West End
2014,6,2,9,4,ENG - Streets,Streets Operations,Pothole - Repair,11##,E PENDER ST,Strathcona
2014,6,2,9,5,ENG - Water & Sewer,Water Design,Water Conservation Violation,23##,W 21ST AV,Arbutus Ridge
2014,6,2,9,6,CSG - Licenses,Animal Control,Dead Animal Pickup Case,22##,E 4TH AV,Grandview-Woodland
2014,6,2,9,7,Business Planning & Services,311 Contact Centre,Citizen Feedback,Intersection,BEATTY ST and BEATTY WALK and CAMBIE BRIDGE and NELSON ST,Downtown
2014,6,2,9,11,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,##,E 23RD AV,Riley Park
2014,6,2,9,15,Business Planning & Services,311 Contact Centre,Citizen Feedback,Intersection,CORNWALL AV and CYPRESS ST,Kitsilano
